*Sch DP	Act DP
07/29/2015 7:00 PM (We)	7:08PM
07/29/2015 7:00 PM (We)	7:12PM
07/29/2015 7:15 PM (We)	7:15PM
07/29/2015 7:40 PM (We)	7:40PM
07/29/2015 7:50 PM (We)	7:50PM
07/29/2015 8:00 PM (We)	8:19PM
07/29/2015 8:55 PM (We)	8:55PM
07/29/2015 9:05 PM (We)	9:06PM
07/29/2015 9:10 PM (We)	9:11PM
07/29/2015 10:05 PM (We)	10:24PM
07/29/2015 10:45 PM (We)	10:45PM
07/29/2015 11:15 PM (We)	11:15PM
07/30/2015 2:40 AM (Th)	2:40AM
07/30/2015 3:00 AM (Th)	3:01AM
07/30/2015 4:40 AM (Th)	4:40AM
07/30/2015 5:30 AM (Th)	5:30AM
07/30/2015 6:00 AM (Th)	6:02AM
07/30/2015 6:05 AM (Th)	6:05AM
07/30/2015 6:10 AM (Th)	6:13AM
07/30/2015 6:20 AM (Th)	6:20AM
07/30/2015 6:55 AM (Th)	
07/30/2015 7:00 AM (Th)	7:00AM
07/30/2015 7:05 AM (Th)	7:05AM
07/30/2015 7:15 AM (Th)	7:15AM
07/30/2015 7:17 AM (Th)	7:19AM
07/30/2015 7:25 AM (Th)	7:25AM
07/30/2015 8:00 AM (Th)	8:00AM
07/30/2015 8:00 AM (Th)	8:02AM
07/30/2015 8:10 AM (Th)	8:10AM
07/30/2015 8:15 AM (Th)	8:41AM
07/30/2015 8:30 AM (Th)	10:10AM
07/30/2015 9:00 AM (Th)	9:00AM
07/30/2015 9:30 AM (Th)	9:31AM
07/30/2015 9:35 AM (Th)	9:36AM
07/30/2015 10:00 AM (Th)	10:05AM
07/30/2015 10:03 AM (Th)	10:07AM
07/30/2015 10:20 AM (Th)	10:21AM
07/30/2015 10:35 AM (Th)	10:35AM
07/30/2015 10:52 AM (Th)	10:52AM
07/30/2015 11:00 AM (Th)	11:06AM
07/30/2015 11:00 AM (Th)	11:08AM
07/30/2015 11:02 AM (Th)	11:03AM
07/30/2015 11:20 AM (Th)	11:20AM
07/30/2015 11:33 AM (Th)	11:33AM
07/30/2015 11:35 AM (Th)	11:35AM
07/30/2015 12:00 PM (Th)	12:00PM
07/30/2015 12:03 PM (Th)	12:03PM
07/30/2015 12:05 PM (Th)	12:05PM
07/30/2015 12:30 PM (Th)	12:30PM
07/30/2015 12:35 PM (Th)	12:35PM
07/30/2015 1:00 PM (Th)	1:07PM
07/30/2015 1:03 PM (Th)	1:03PM
07/30/2015 1:20 PM (Th)	1:20PM
07/30/2015 2:00 PM (Th)	2:00PM
07/30/2015 2:00 PM (Th)	2:00PM
07/30/2015 2:02 PM (Th)	2:10PM
07/30/2015 2:11 PM (Th)	2:12PM
07/30/2015 2:15 PM (Th)	2:43PM
07/30/2015 2:20 PM (Th)	2:20PM
07/30/2015 2:44 PM (Th)	2:44PM
07/30/2015 3:00 PM (Th)	3:01PM
07/30/2015 3:00 PM (Th)	3:06PM
07/30/2015 3:05 PM (Th)	3:05PM
07/30/2015 3:15 PM (Th)	3:15PM
07/30/2015 3:15 PM (Th)	3:16PM
07/30/2015 3:30 PM (Th)	3:37PM
07/30/2015 3:35 PM (Th)	3:41PM
07/30/2015 3:40 PM (Th)	4:10PM
07/30/2015 4:00 PM (Th)	4:00PM
07/30/2015 4:00 PM (Th)	4:08PM
07/30/2015 4:03 PM (Th)	4:03PM
07/30/2015 4:05 PM (Th)	4:07PM
07/30/2015 4:40 PM (Th)	4:40PM
07/30/2015 4:42 PM (Th)	4:42PM
07/30/2015 5:00 PM (Th)	5:00PM
07/30/2015 5:00 PM (Th)	5:03PM
07/30/2015 5:10 PM (Th)	5:10PM
07/30/2015 5:39 PM (Th)	5:42PM
07/30/2015 5:42 PM (Th)	6:44PM
07/30/2015 5:47 PM (Th)	5:47PM
07/30/2015 6:00 PM (Th)	6:01PM
07/30/2015 6:00 PM (Th)	6:30PM
07/30/2015 6:25 PM (Th)	6:28PM
07/30/2015 6:35 PM (Th)	6:35PM
07/30/2015 6:45 PM (Th)	7:27PM
07/30/2015 6:45 PM (Th)	6:49PM
07/30/2015 7:00 PM (Th)	7:00PM
07/30/2015 7:00 PM (Th)	7:29PM
07/30/2015 7:15 PM (Th)	7:17PM
07/30/2015 7:40 PM (Th)	7:40PM
07/30/2015 7:50 PM (Th)	7:55PM
07/30/2015 8:00 PM (Th)	8:22PM
07/30/2015 8:55 PM (Th)	8:55PM
07/30/2015 9:05 PM (Th)	9:12PM
07/30/2015 9:10 PM (Th)	9:19PM
07/30/2015 10:05 PM (Th)	10:07PM
07/30/2015 10:45 PM (Th)	1:34AM
07/30/2015 11:15 PM (Th)	11:31PM
07/31/2015 2:40 AM (Fr)	3:15AM
07/31/2015 3:00 AM (Fr)	3:00AM
07/31/2015 4:40 AM (Fr)	4:40AM
07/31/2015 5:30 AM (Fr)	5:30AM
07/31/2015 6:00 AM (Fr)	6:02AM
07/31/2015 6:05 AM (Fr)	6:10AM
07/31/2015 6:10 AM (Fr)	6:13AM
07/31/2015 6:20 AM (Fr)	6:21AM
07/31/2015 6:45 AM (Fr)	6:45AM
07/31/2015 6:55 AM (Fr)	6:55AM
07/31/2015 7:00 AM (Fr)	7:02AM
07/31/2015 7:05 AM (Fr)	7:06AM
07/31/2015 7:15 AM (Fr)	7:16AM
07/31/2015 7:17 AM (Fr)	7:18AM
07/31/2015 7:25 AM (Fr)	7:25AM
07/31/2015 8:00 AM (Fr)	8:00AM
07/31/2015 8:00 AM (Fr)	8:00AM
07/31/2015 8:10 AM (Fr)	8:10AM
07/31/2015 8:15 AM (Fr)	8:15AM
07/31/2015 8:30 AM (Fr)	8:30AM
07/31/2015 9:00 AM (Fr)	9:20AM
07/31/2015 9:30 AM (Fr)	9:30AM
07/31/2015 9:35 AM (Fr)	9:41AM
07/31/2015 10:00 AM (Fr)	10:01AM
07/31/2015 10:03 AM (Fr)	10:03AM
07/31/2015 10:20 AM (Fr)	10:20AM
07/31/2015 10:35 AM (Fr)	11:06AM
07/31/2015 10:52 AM (Fr)	10:52AM
07/31/2015 11:00 AM (Fr)	11:12AM
07/31/2015 11:00 AM (Fr)	11:00AM
07/31/2015 11:02 AM (Fr)	11:02AM
07/31/2015 11:20 AM (Fr)	11:20AM
07/31/2015 11:33 AM (Fr)	11:33AM
07/31/2015 11:35 AM (Fr)	11:35AM
07/31/2015 12:00 PM (Fr)	12:00PM
07/31/2015 12:03 PM (Fr)	12:03PM
07/31/2015 12:05 PM (Fr)	12:05PM
07/31/2015 12:30 PM (Fr)	12:36PM
07/31/2015 12:35 PM (Fr)	12:35PM
07/31/2015 1:00 PM (Fr)	1:01PM
07/31/2015 1:03 PM (Fr)	1:11PM
07/31/2015 1:09 PM (Fr)	1:09PM
07/31/2015 1:20 PM (Fr)	1:20PM
07/31/2015 2:00 PM (Fr)	2:08PM
07/31/2015 2:00 PM (Fr)	2:00PM
07/31/2015 2:02 PM (Fr)	2:07PM
07/31/2015 2:11 PM (Fr)	2:11PM
07/31/2015 2:15 PM (Fr)	2:16PM
07/31/2015 2:20 PM (Fr)	2:20PM
07/31/2015 2:44 PM (Fr)	2:44PM
07/31/2015 3:00 PM (Fr)	3:09PM
07/31/2015 3:00 PM (Fr)	3:00PM
07/31/2015 3:05 PM (Fr)	3:05PM
07/31/2015 3:15 PM (Fr)	3:23PM
07/31/2015 3:15 PM (Fr)	3:16PM
07/31/2015 3:30 PM (Fr)	3:33PM
07/31/2015 3:35 PM (Fr)	3:53PM
07/31/2015 3:40 PM (Fr)	3:52PM
07/31/2015 4:00 PM (Fr)	4:01PM
07/31/2015 4:00 PM (Fr)	4:00PM
07/31/2015 4:03 PM (Fr)	4:03PM
07/31/2015 4:05 PM (Fr)	4:06PM
07/31/2015 4:40 PM (Fr)	4:40PM
07/31/2015 4:42 PM (Fr)	4:42PM
07/31/2015 5:00 PM (Fr)	5:01PM
07/31/2015 5:00 PM (Fr)	5:09PM
07/31/2015 5:10 PM (Fr)	5:10PM
07/31/2015 5:39 PM (Fr)	5:50PM
07/31/2015 5:42 PM (Fr)	6:32PM
07/31/2015 5:47 PM (Fr)	5:47PM
07/31/2015 6:00 PM (Fr)	6:00PM
07/31/2015 6:00 PM (Fr)	6:15PM
07/31/2015 6:25 PM (Fr)	6:25PM
07/31/2015 6:35 PM (Fr)	7:10PM
07/31/2015 6:45 PM (Fr)	6:48PM
07/31/2015 6:45 PM (Fr)	7:05PM
07/31/2015 7:00 PM (Fr)	7:03PM
07/31/2015 7:00 PM (Fr)	7:10PM
07/31/2015 7:15 PM (Fr)	7:20PM
07/31/2015 7:40 PM (Fr)	7:56PM
07/31/2015 7:50 PM (Fr)	7:50PM
07/31/2015 8:00 PM (Fr)	8:12PM
07/31/2015 8:55 PM (Fr)	8:55PM
07/31/2015 8:57 PM (Fr)	9:00PM
07/31/2015 9:05 PM (Fr)	9:15PM
07/31/2015 9:10 PM (Fr)	9:10PM
07/31/2015 10:05 PM (Fr)	10:05PM
07/31/2015 10:45 PM (Fr)	10:45PM
07/31/2015 11:15 PM (Fr)	11:15PM
*Data from http://juckins.net/amtrak_status/archive/html/history.php
